# t  Ttr  Tv  Et  Ev  p
2.042e-05 8664.3 7293.91 109739 49223.4 73159.2
2.043e-05 8664.3 7293.91 109739 49223.4 73159.2
2.044e-05 8664.3 7293.91 109739 49223.4 73159.2
2.045e-05 8664.3 7293.91 109739 49223.4 73159.2
2.046e-05 8664.3 7293.91 109739 49223.4 73159.2
2.047e-05 8664.3 7293.91 109739 49223.4 73159.2
2.048e-05 8664.3 7293.91 109739 49223.4 73159.2
2.049e-05 8664.3 7293.91 109739 49223.4 73159.2
2.05e-05 8664.3 7293.91 109739 49223.4 73159.2
2.051e-05 8664.3 7293.91 109739 49223.4 73159.2
2.052e-05 8664.3 7293.91 109739 49223.4 73159.2
2.053e-05 8664.3 7293.91 109739 49223.4 73159.2
2.054e-05 8664.3 7293.91 109739 49223.4 73159.2
2.055e-05 8664.3 7293.91 109739 49223.4 73159.2
2.056e-05 8664.3 7293.91 109739 49223.4 73159.2
2.057e-05 8664.3 7293.91 109739 49223.4 73159.2
2.058e-05 8664.3 7293.91 109739 49223.4 73159.2
2.059e-05 8664.3 7293.91 109739 49223.4 73159.2
2.06e-05 8664.3 7293.91 109739 49223.4 73159.2
2.061e-05 8664.3 7293.91 109739 49223.4 73159.2
2.062e-05 8664.3 7293.91 109739 49223.4 73159.2
2.063e-05 8664.3 7293.91 109739 49223.4 73159.2
2.064e-05 8664.3 7293.91 109739 49223.4 73159.2
2.065e-05 8664.3 7293.91 109739 49223.4 73159.2
2.066e-05 8664.3 7293.91 109739 49223.4 73159.2
2.067e-05 8664.3 7293.91 109739 49223.4 73159.2
2.068e-05 8664.3 7293.91 109739 49223.4 73159.2
2.069e-05 8664.3 7293.91 109739 49223.4 73159.2
2.07e-05 8664.3 7293.91 109739 49223.4 73159.2
2.071e-05 8664.3 7293.91 109739 49223.4 73159.2
2.072e-05 8664.3 7293.91 109739 49223.4 73159.2
2.073e-05 8664.3 7293.91 109739 49223.4 73159.2
2.074e-05 8664.3 7293.91 109739 49223.4 73159.2
2.075e-05 8664.3 7293.91 109739 49223.4 73159.2
2.076e-05 8664.3 7293.91 109739 49223.4 73159.2
2.077e-05 8664.3 7293.91 109739 49223.4 73159.2
2.078e-05 8664.3 7293.91 109739 49223.4 73159.2
2.079e-05 8664.3 7293.91 109739 49223.4 73159.2
2.08e-05 8664.3 7293.91 109739 49223.4 73159.2
2.081e-05 8664.3 7293.91 109739 49223.4 73159.2
2.082e-05 8664.3 7293.91 109739 49223.4 73159.2
2.083e-05 8664.3 7293.91 109739 49223.4 73159.2
2.084e-05 8664.3 7293.91 109739 49223.4 73159.2
2.085e-05 8664.3 7293.91 109739 49223.4 73159.2
2.086e-05 8664.3 7293.91 109739 49223.4 73159.2
2.087e-05 8664.3 7293.91 109739 49223.4 73159.2
2.088e-05 8664.3 7293.91 109739 49223.4 73159.2
2.089e-05 8664.3 7293.91 109739 49223.4 73159.2
2.09e-05 8664.3 7293.91 109739 49223.4 73159.2
2.091e-05 8664.3 7293.91 109739 49223.4 73159.2
2.092e-05 8664.3 7293.91 109739 49223.4 73159.2
2.093e-05 8664.3 7293.91 109739 49223.4 73159.2
2.094e-05 8664.3 7293.91 109739 49223.4 73159.2
2.095e-05 8664.3 7293.91 109739 49223.4 73159.2
2.096e-05 8664.3 7293.91 109739 49223.4 73159.2
2.097e-05 8664.3 7293.91 109739 49223.4 73159.2
2.098e-05 8664.3 7293.91 109739 49223.4 73159.2
2.099e-05 8664.3 7293.91 109739 49223.4 73159.2
2.1e-05 8664.3 7293.91 109739 49223.4 73159.2
2.101e-05 8664.3 7293.91 109739 49223.4 73159.2
2.102e-05 8664.3 7293.91 109739 49223.4 73159.2
2.103e-05 8664.3 7293.91 109739 49223.4 73159.2
2.104e-05 8664.3 7293.91 109739 49223.4 73159.2
2.105e-05 8664.3 7293.91 109739 49223.4 73159.2
2.106e-05 8664.3 7293.91 109739 49223.4 73159.2
2.107e-05 8664.3 7293.91 109739 49223.4 73159.2
2.108e-05 8664.3 7293.91 109739 49223.4 73159.2
2.109e-05 8664.3 7293.91 109739 49223.4 73159.2
2.11e-05 8664.3 7293.91 109739 49223.4 73159.2
2.111e-05 8664.3 7293.91 109739 49223.4 73159.2
2.112e-05 8664.3 7293.91 109739 49223.4 73159.2
2.113e-05 8664.3 7293.91 109739 49223.4 73159.2
2.114e-05 8664.3 7293.91 109739 49223.4 73159.2
2.115e-05 8664.3 7293.91 109739 49223.4 73159.2
2.116e-05 8664.3 7293.91 109739 49223.4 73159.2
2.117e-05 8664.3 7293.91 109739 49223.4 73159.2
2.118e-05 8664.3 7293.91 109739 49223.4 73159.2
2.119e-05 8664.3 7293.91 109739 49223.4 73159.2
2.12e-05 8664.3 7293.91 109739 49223.4 73159.2
2.121e-05 8664.3 7293.91 109739 49223.4 73159.2
2.122e-05 8664.3 7293.91 109739 49223.4 73159.2
2.123e-05 8664.3 7293.91 109739 49223.4 73159.2
2.124e-05 8664.3 7293.91 109739 49223.4 73159.2
2.125e-05 8664.3 7293.91 109739 49223.4 73159.2
2.126e-05 8664.3 7293.91 109739 49223.4 73159.2
2.127e-05 8664.3 7293.91 109739 49223.4 73159.2
2.128e-05 8664.3 7293.91 109739 49223.4 73159.2
2.129e-05 8664.3 7293.91 109739 49223.4 73159.2
2.13e-05 8664.3 7293.91 109739 49223.4 73159.2
2.131e-05 8664.3 7293.91 109739 49223.4 73159.2
2.132e-05 8664.3 7293.91 109739 49223.4 73159.2
2.133e-05 8664.3 7293.91 109739 49223.4 73159.2
2.134e-05 8664.3 7293.91 109739 49223.4 73159.2
2.135e-05 8664.3 7293.91 109739 49223.4 73159.2
2.136e-05 8664.3 7293.91 109739 49223.4 73159.2
2.137e-05 8664.3 7293.91 109739 49223.4 73159.2
2.138e-05 8664.3 7293.91 109739 49223.4 73159.2
2.139e-05 8664.3 7293.91 109739 49223.4 73159.2
2.14e-05 8664.3 7293.91 109739 49223.4 73159.2
2.141e-05 8664.3 7293.91 109739 49223.4 73159.2
2.142e-05 8664.3 7293.91 109739 49223.4 73159.2
2.143e-05 8664.3 7293.91 109739 49223.4 73159.2
2.144e-05 8664.3 7293.91 109739 49223.4 73159.2
2.145e-05 8664.3 7293.91 109739 49223.4 73159.2
2.146e-05 8664.3 7293.91 109739 49223.4 73159.2
2.147e-05 8664.3 7293.91 109739 49223.4 73159.2
2.148e-05 8664.3 7293.91 109739 49223.4 73159.2
2.149e-05 8664.3 7293.91 109739 49223.4 73159.2
2.15e-05 8664.3 7293.91 109739 49223.4 73159.2
2.151e-05 8664.3 7293.91 109739 49223.4 73159.2
2.152e-05 8664.3 7293.91 109739 49223.4 73159.2
2.153e-05 8664.3 7293.91 109739 49223.4 73159.2
2.154e-05 8664.3 7293.91 109739 49223.4 73159.2
2.155e-05 8664.3 7293.91 109739 49223.4 73159.2
2.156e-05 8664.3 7293.91 109739 49223.4 73159.2
2.157e-05 8664.3 7293.91 109739 49223.4 73159.2
2.158e-05 8664.3 7293.91 109739 49223.4 73159.2
2.159e-05 8664.3 7293.91 109739 49223.4 73159.2
2.16e-05 8664.3 7293.91 109739 49223.4 73159.2
2.161e-05 8664.3 7293.91 109739 49223.4 73159.2
2.162e-05 8664.3 7293.91 109739 49223.4 73159.2
2.163e-05 8664.3 7293.91 109739 49223.4 73159.2
2.164e-05 8664.3 7293.91 109739 49223.4 73159.2
2.165e-05 8664.3 7293.91 109739 49223.4 73159.2
2.166e-05 8664.3 7293.91 109739 49223.4 73159.2
2.167e-05 8664.3 7293.91 109739 49223.4 73159.2
2.168e-05 8664.3 7293.91 109739 49223.4 73159.2
2.169e-05 8664.3 7293.91 109739 49223.4 73159.2
2.17e-05 8664.3 7293.91 109739 49223.4 73159.2
2.171e-05 8664.3 7293.91 109739 49223.4 73159.2
2.172e-05 8664.3 7293.91 109739 49223.4 73159.2
2.173e-05 8664.3 7293.91 109739 49223.4 73159.2
2.174e-05 8664.3 7293.91 109739 49223.4 73159.2
2.175e-05 8664.3 7293.91 109739 49223.4 73159.2
2.176e-05 8664.3 7293.91 109739 49223.4 73159.2
2.177e-05 8664.3 7293.91 109739 49223.4 73159.2
2.178e-05 8664.3 7293.91 109739 49223.4 73159.2
2.179e-05 8664.3 7293.91 109739 49223.4 73159.2
2.18e-05 8664.3 7293.91 109739 49223.4 73159.2
2.181e-05 8664.3 7293.91 109739 49223.4 73159.2
2.182e-05 8664.3 7293.91 109739 49223.4 73159.2
2.183e-05 8664.3 7293.91 109739 49223.4 73159.2
2.184e-05 8664.3 7293.91 109739 49223.4 73159.2
2.185e-05 8664.3 7293.91 109739 49223.4 73159.2
2.186e-05 8664.3 7293.91 109739 49223.4 73159.2
2.187e-05 8664.3 7293.91 109739 49223.4 73159.2
2.188e-05 8664.3 7293.91 109739 49223.4 73159.2
2.189e-05 8664.3 7293.91 109739 49223.4 73159.2
2.19e-05 8664.3 7293.91 109739 49223.4 73159.2
2.191e-05 8664.3 7293.91 109739 49223.4 73159.2
2.192e-05 8664.3 7293.91 109739 49223.4 73159.2
2.193e-05 8664.3 7293.91 109739 49223.4 73159.2
2.194e-05 8664.3 7293.91 109739 49223.4 73159.2
2.195e-05 8664.3 7293.91 109739 49223.4 73159.2
2.196e-05 8664.3 7293.91 109739 49223.4 73159.2
2.197e-05 8664.3 7293.91 109739 49223.4 73159.2
2.198e-05 8664.3 7293.91 109739 49223.4 73159.2
2.199e-05 8664.3 7293.91 109739 49223.4 73159.2
2.2e-05 8664.3 7293.91 109739 49223.4 73159.2
2.201e-05 8664.3 7293.91 109739 49223.4 73159.2
2.202e-05 8664.3 7293.91 109739 49223.4 73159.2
2.203e-05 8664.3 7293.91 109739 49223.4 73159.2
2.204e-05 8664.3 7293.91 109739 49223.4 73159.2
2.205e-05 8664.3 7293.91 109739 49223.4 73159.2
2.206e-05 8664.3 7293.91 109739 49223.4 73159.2
2.207e-05 8664.3 7293.91 109739 49223.4 73159.2
2.208e-05 8664.3 7293.91 109739 49223.4 73159.2
2.209e-05 8664.3 7293.91 109739 49223.4 73159.2
2.21e-05 8664.3 7293.91 109739 49223.4 73159.2
2.211e-05 8664.3 7293.91 109739 49223.4 73159.2
2.212e-05 8664.3 7293.91 109739 49223.4 73159.2
2.213e-05 8664.3 7293.91 109739 49223.4 73159.2
2.214e-05 8664.3 7293.91 109739 49223.4 73159.2
2.215e-05 8664.3 7293.91 109739 49223.4 73159.2
2.216e-05 8664.3 7293.91 109739 49223.4 73159.2
2.217e-05 8664.3 7293.91 109739 49223.4 73159.2
2.218e-05 8664.3 7293.91 109739 49223.4 73159.2
2.219e-05 8664.3 7293.91 109739 49223.4 73159.2
2.22e-05 8664.3 7293.91 109739 49223.4 73159.2
2.221e-05 8664.3 7293.91 109739 49223.4 73159.2
2.222e-05 8664.3 7293.91 109739 49223.4 73159.2
2.223e-05 8664.3 7293.91 109739 49223.4 73159.2
2.224e-05 8664.3 7293.91 109739 49223.4 73159.2
2.225e-05 8664.3 7293.91 109739 49223.4 73159.2
2.226e-05 8664.3 7293.91 109739 49223.4 73159.2
2.227e-05 8664.3 7293.91 109739 49223.4 73159.2
2.228e-05 8664.3 7293.91 109739 49223.4 73159.2
2.229e-05 8664.3 7293.91 109739 49223.4 73159.2
2.23e-05 8664.3 7293.91 109739 49223.4 73159.2
2.231e-05 8664.3 7293.91 109739 49223.4 73159.2
2.232e-05 8664.3 7293.91 109739 49223.4 73159.2
2.233e-05 8664.3 7293.91 109739 49223.4 73159.2
2.234e-05 8664.3 7293.91 109739 49223.4 73159.2
2.235e-05 8664.3 7293.91 109739 49223.4 73159.2
2.236e-05 8664.3 7293.91 109739 49223.4 73159.2
2.237e-05 8664.3 7293.91 109739 49223.4 73159.2
2.238e-05 8664.3 7293.91 109739 49223.4 73159.2
2.239e-05 8664.3 7293.91 109739 49223.4 73159.2
2.24e-05 8664.3 7293.91 109739 49223.4 73159.2
2.241e-05 8664.3 7293.91 109739 49223.4 73159.2
2.242e-05 8664.3 7293.91 109739 49223.4 73159.2
2.243e-05 8664.3 7293.91 109739 49223.4 73159.2
2.244e-05 8664.3 7293.91 109739 49223.4 73159.2
2.245e-05 8664.3 7293.91 109739 49223.4 73159.2
2.246e-05 8664.3 7293.91 109739 49223.4 73159.2
2.247e-05 8664.3 7293.91 109739 49223.4 73159.2
2.248e-05 8664.3 7293.91 109739 49223.4 73159.2
2.249e-05 8664.3 7293.91 109739 49223.4 73159.2
2.25e-05 8664.3 7293.91 109739 49223.4 73159.2
2.251e-05 8664.3 7293.91 109739 49223.4 73159.2
2.252e-05 8664.3 7293.91 109739 49223.4 73159.2
2.253e-05 8664.3 7293.91 109739 49223.4 73159.2
2.254e-05 8664.3 7293.91 109739 49223.4 73159.2
2.255e-05 8664.3 7293.91 109739 49223.4 73159.2
2.256e-05 8664.3 7293.91 109739 49223.4 73159.2
2.257e-05 8664.3 7293.91 109739 49223.4 73159.2
2.258e-05 8664.3 7293.91 109739 49223.4 73159.2
2.259e-05 8664.3 7293.91 109739 49223.4 73159.2
2.26e-05 8664.3 7293.91 109739 49223.4 73159.2
2.261e-05 8664.3 7293.91 109739 49223.4 73159.2
2.262e-05 8664.3 7293.91 109739 49223.4 73159.2
2.263e-05 8664.3 7293.91 109739 49223.4 73159.2
2.264e-05 8664.3 7293.91 109739 49223.4 73159.2
2.265e-05 8664.3 7293.91 109739 49223.4 73159.2
2.266e-05 8664.3 7293.91 109739 49223.4 73159.2
2.267e-05 8664.3 7293.91 109739 49223.4 73159.2
2.268e-05 8664.3 7293.91 109739 49223.4 73159.2
2.269e-05 8664.3 7293.91 109739 49223.4 73159.2
2.27e-05 8664.3 7293.91 109739 49223.4 73159.2
2.271e-05 8664.3 7293.91 109739 49223.4 73159.2
2.272e-05 8664.3 7293.91 109739 49223.4 73159.2
2.273e-05 8664.3 7293.91 109739 49223.4 73159.2
2.274e-05 8664.3 7293.91 109739 49223.4 73159.2
2.275e-05 8664.3 7293.91 109739 49223.4 73159.2
2.276e-05 8664.3 7293.91 109739 49223.4 73159.2
2.277e-05 8664.3 7293.91 109739 49223.4 73159.2
2.278e-05 8664.3 7293.91 109739 49223.4 73159.2
2.279e-05 8664.3 7293.91 109739 49223.4 73159.2
2.28e-05 8664.3 7293.91 109739 49223.4 73159.2
2.281e-05 8664.3 7293.91 109739 49223.4 73159.2
2.282e-05 8664.3 7293.91 109739 49223.4 73159.2
2.283e-05 8664.3 7293.91 109739 49223.4 73159.2
2.284e-05 8664.3 7293.91 109739 49223.4 73159.2
2.285e-05 8664.3 7293.91 109739 49223.4 73159.2
2.286e-05 8664.3 7293.91 109739 49223.4 73159.2
2.287e-05 8664.3 7293.91 109739 49223.4 73159.2
2.288e-05 8664.3 7293.91 109739 49223.4 73159.2
2.289e-05 8664.3 7293.91 109739 49223.4 73159.2
2.29e-05 8664.3 7293.91 109739 49223.4 73159.2
2.291e-05 8664.3 7293.91 109739 49223.4 73159.2
2.292e-05 8664.3 7293.91 109739 49223.4 73159.2
2.293e-05 8664.3 7293.91 109739 49223.4 73159.2
2.294e-05 8664.3 7293.91 109739 49223.4 73159.2
2.295e-05 8664.3 7293.91 109739 49223.4 73159.2
2.296e-05 8664.3 7293.91 109739 49223.4 73159.2
2.297e-05 8664.3 7293.91 109739 49223.4 73159.2
2.298e-05 8664.3 7293.91 109739 49223.4 73159.2
2.299e-05 8664.3 7293.91 109739 49223.4 73159.2
2.3e-05 8664.3 7293.91 109739 49223.4 73159.2
2.301e-05 8664.3 7293.91 109739 49223.4 73159.2
2.302e-05 8664.3 7293.91 109739 49223.4 73159.2
2.303e-05 8664.3 7293.91 109739 49223.4 73159.2
2.304e-05 8664.3 7293.91 109739 49223.4 73159.2
2.305e-05 8664.3 7293.91 109739 49223.4 73159.2
2.306e-05 8664.3 7293.91 109739 49223.4 73159.2
2.307e-05 8664.3 7293.91 109739 49223.4 73159.2
2.308e-05 8664.3 7293.91 109739 49223.4 73159.2
2.309e-05 8664.3 7293.91 109739 49223.4 73159.2
2.31e-05 8664.3 7293.91 109739 49223.4 73159.2
2.311e-05 8664.3 7293.91 109739 49223.4 73159.2
2.312e-05 8664.3 7293.91 109739 49223.4 73159.2
2.313e-05 8664.3 7293.91 109739 49223.4 73159.2
2.314e-05 8664.3 7293.91 109739 49223.4 73159.2
2.315e-05 8664.3 7293.91 109739 49223.4 73159.2
2.316e-05 8664.3 7293.91 109739 49223.4 73159.2
2.317e-05 8664.3 7293.91 109739 49223.4 73159.2
2.318e-05 8664.3 7293.91 109739 49223.4 73159.2
2.319e-05 8664.3 7293.91 109739 49223.4 73159.2
2.32e-05 8664.3 7293.91 109739 49223.4 73159.2
2.321e-05 8664.3 7293.91 109739 49223.4 73159.2
2.322e-05 8664.3 7293.91 109739 49223.4 73159.2
2.323e-05 8664.3 7293.91 109739 49223.4 73159.2
2.324e-05 8664.3 7293.91 109739 49223.4 73159.2
2.325e-05 8664.3 7293.91 109739 49223.4 73159.2
2.326e-05 8664.3 7293.91 109739 49223.4 73159.2
2.327e-05 8664.3 7293.91 109739 49223.4 73159.2
2.328e-05 8664.3 7293.91 109739 49223.4 73159.2
2.329e-05 8664.3 7293.91 109739 49223.4 73159.2
2.33e-05 8664.3 7293.91 109739 49223.4 73159.2
2.331e-05 8664.3 7293.91 109739 49223.4 73159.2
2.332e-05 8664.3 7293.91 109739 49223.4 73159.2
2.333e-05 8664.3 7293.91 109739 49223.4 73159.2
2.334e-05 8664.3 7293.91 109739 49223.4 73159.2
2.335e-05 8664.3 7293.91 109739 49223.4 73159.2
2.336e-05 8664.3 7293.91 109739 49223.4 73159.2
2.337e-05 8664.3 7293.91 109739 49223.4 73159.2
2.338e-05 8664.3 7293.91 109739 49223.4 73159.2
2.339e-05 8664.3 7293.91 109739 49223.4 73159.2
2.34e-05 8664.3 7293.91 109739 49223.4 73159.2
2.341e-05 8664.3 7293.91 109739 49223.4 73159.2
2.342e-05 8664.3 7293.91 109739 49223.4 73159.2
2.343e-05 8664.3 7293.91 109739 49223.4 73159.2
2.344e-05 8664.3 7293.91 109739 49223.4 73159.2
2.345e-05 8664.3 7293.91 109739 49223.4 73159.2
2.346e-05 8664.3 7293.91 109739 49223.4 73159.2
2.347e-05 8664.3 7293.91 109739 49223.4 73159.2
2.348e-05 8664.3 7293.91 109739 49223.4 73159.2
2.349e-05 8664.3 7293.91 109739 49223.4 73159.2
2.35e-05 8664.3 7293.91 109739 49223.4 73159.2
2.351e-05 8664.3 7293.91 109739 49223.4 73159.2
2.352e-05 8664.3 7293.91 109739 49223.4 73159.2
2.353e-05 8664.3 7293.91 109739 49223.4 73159.2
2.354e-05 8664.3 7293.91 109739 49223.4 73159.2
2.355e-05 8664.3 7293.91 109739 49223.4 73159.2
2.356e-05 8664.3 7293.91 109739 49223.4 73159.2
2.357e-05 8664.3 7293.91 109739 49223.4 73159.2
2.358e-05 8664.3 7293.91 109739 49223.4 73159.2
2.359e-05 8664.3 7293.91 109739 49223.4 73159.2
2.36e-05 8664.3 7293.91 109739 49223.4 73159.2
2.361e-05 8664.3 7293.91 109739 49223.4 73159.2
2.362e-05 8664.3 7293.91 109739 49223.4 73159.2
2.363e-05 8664.3 7293.91 109739 49223.4 73159.2
2.364e-05 8664.3 7293.91 109739 49223.4 73159.2
2.365e-05 8664.3 7293.91 109739 49223.4 73159.2
2.366e-05 8664.3 7293.91 109739 49223.4 73159.2
2.367e-05 8664.3 7293.91 109739 49223.4 73159.2
2.368e-05 8664.3 7293.91 109739 49223.4 73159.2
2.369e-05 8664.3 7293.91 109739 49223.4 73159.2
2.37e-05 8664.3 7293.91 109739 49223.4 73159.2
2.371e-05 8664.3 7293.91 109739 49223.4 73159.2
2.372e-05 8664.3 7293.91 109739 49223.4 73159.2
2.373e-05 8664.3 7293.91 109739 49223.4 73159.2
2.374e-05 8664.3 7293.91 109739 49223.4 73159.2
2.375e-05 8664.3 7293.91 109739 49223.4 73159.2
2.376e-05 8664.3 7293.91 109739 49223.4 73159.2
2.377e-05 8664.3 7293.91 109739 49223.4 73159.2
2.378e-05 8664.3 7293.91 109739 49223.4 73159.2
2.379e-05 8664.3 7293.91 109739 49223.4 73159.2
2.38e-05 8664.3 7293.91 109739 49223.4 73159.2
2.381e-05 8664.3 7293.91 109739 49223.4 73159.2
2.382e-05 8664.3 7293.91 109739 49223.4 73159.2
2.383e-05 8664.3 7293.91 109739 49223.4 73159.2
2.384e-05 8664.3 7293.91 109739 49223.4 73159.2
2.385e-05 8664.3 7293.91 109739 49223.4 73159.2
2.386e-05 8664.3 7293.91 109739 49223.4 73159.2
2.387e-05 8664.3 7293.91 109739 49223.4 73159.2
2.388e-05 8664.3 7293.91 109739 49223.4 73159.2
2.389e-05 8664.3 7293.91 109739 49223.4 73159.2
2.39e-05 8664.3 7293.91 109739 49223.4 73159.2
2.391e-05 8664.3 7293.91 109739 49223.4 73159.2
2.392e-05 8664.3 7293.91 109739 49223.4 73159.2
2.393e-05 8664.3 7293.91 109739 49223.4 73159.2
2.394e-05 8664.3 7293.91 109739 49223.4 73159.2
2.395e-05 8664.3 7293.91 109739 49223.4 73159.2
2.396e-05 8664.3 7293.91 109739 49223.4 73159.2
2.397e-05 8664.3 7293.91 109739 49223.4 73159.2
2.398e-05 8664.3 7293.91 109739 49223.4 73159.2
2.399e-05 8664.3 7293.91 109739 49223.4 73159.2
2.4e-05 8664.3 7293.91 109739 49223.4 73159.2
2.401e-05 8664.3 7293.91 109739 49223.4 73159.2
2.402e-05 8664.3 7293.91 109739 49223.4 73159.2
2.403e-05 8664.3 7293.91 109739 49223.4 73159.2
2.404e-05 8664.3 7293.91 109739 49223.4 73159.2
2.405e-05 8664.3 7293.91 109739 49223.4 73159.2
2.406e-05 8664.3 7293.91 109739 49223.4 73159.2
2.407e-05 8664.3 7293.91 109739 49223.4 73159.2
2.408e-05 8664.3 7293.91 109739 49223.4 73159.2
2.409e-05 8664.3 7293.91 109739 49223.4 73159.2
2.41e-05 8664.3 7293.91 109739 49223.4 73159.2
2.411e-05 8664.3 7293.91 109739 49223.4 73159.2
2.412e-05 8664.3 7293.91 109739 49223.4 73159.2
2.413e-05 8664.3 7293.91 109739 49223.4 73159.2
2.414e-05 8664.3 7293.91 109739 49223.4 73159.2
2.415e-05 8664.3 7293.91 109739 49223.4 73159.2
2.416e-05 8664.3 7293.91 109739 49223.4 73159.2
2.417e-05 8664.3 7293.91 109739 49223.4 73159.2
2.418e-05 8664.3 7293.91 109739 49223.4 73159.2
2.419e-05 8664.3 7293.91 109739 49223.4 73159.2
2.42e-05 8664.3 7293.91 109739 49223.4 73159.2
2.421e-05 8664.3 7293.91 109739 49223.4 73159.2
2.422e-05 8664.3 7293.91 109739 49223.4 73159.2
2.423e-05 8664.3 7293.91 109739 49223.4 73159.2
2.424e-05 8664.3 7293.91 109739 49223.4 73159.2
2.425e-05 8664.3 7293.91 109739 49223.4 73159.2
2.426e-05 8664.3 7293.91 109739 49223.4 73159.2
2.427e-05 8664.3 7293.91 109739 49223.4 73159.2
2.428e-05 8664.3 7293.91 109739 49223.4 73159.2
2.429e-05 8664.3 7293.91 109739 49223.4 73159.2
2.43e-05 8664.3 7293.91 109739 49223.4 73159.2
2.431e-05 8664.3 7293.91 109739 49223.4 73159.2
2.432e-05 8664.3 7293.91 109739 49223.4 73159.2
2.433e-05 8664.3 7293.91 109739 49223.4 73159.2
2.434e-05 8664.3 7293.91 109739 49223.4 73159.2
2.435e-05 8664.3 7293.91 109739 49223.4 73159.2
2.436e-05 8664.3 7293.91 109739 49223.4 73159.2
2.437e-05 8664.3 7293.91 109739 49223.4 73159.2
2.438e-05 8664.3 7293.91 109739 49223.4 73159.2
2.439e-05 8664.3 7293.91 109739 49223.4 73159.2
2.44e-05 8664.3 7293.91 109739 49223.4 73159.2
2.441e-05 8664.3 7293.91 109739 49223.4 73159.2
2.442e-05 8664.3 7293.91 109739 49223.4 73159.2
2.443e-05 8664.3 7293.91 109739 49223.4 73159.2
2.444e-05 8664.3 7293.91 109739 49223.4 73159.2
2.445e-05 8664.3 7293.91 109739 49223.4 73159.2
2.446e-05 8664.3 7293.91 109739 49223.4 73159.2
2.447e-05 8664.3 7293.91 109739 49223.4 73159.2
2.448e-05 8664.3 7293.91 109739 49223.4 73159.2
2.449e-05 8664.3 7293.91 109739 49223.4 73159.2
2.45e-05 8664.3 7293.91 109739 49223.4 73159.2
2.451e-05 8664.3 7293.91 109739 49223.4 73159.2
2.452e-05 8664.3 7293.91 109739 49223.4 73159.2
2.453e-05 8664.3 7293.91 109739 49223.4 73159.2
2.454e-05 8664.3 7293.91 109739 49223.4 73159.2
2.455e-05 8664.3 7293.91 109739 49223.4 73159.2
2.456e-05 8664.3 7293.91 109739 49223.4 73159.2
2.457e-05 8664.3 7293.91 109739 49223.4 73159.2
2.458e-05 8664.3 7293.91 109739 49223.4 73159.2
2.459e-05 8664.3 7293.91 109739 49223.4 73159.2
2.46e-05 8664.3 7293.91 109739 49223.4 73159.2
2.461e-05 8664.3 7293.91 109739 49223.4 73159.2
2.462e-05 8664.3 7293.91 109739 49223.4 73159.2
2.463e-05 8664.3 7293.91 109739 49223.4 73159.2
2.464e-05 8664.3 7293.91 109739 49223.4 73159.2
2.465e-05 8664.3 7293.91 109739 49223.4 73159.2
2.466e-05 8664.3 7293.91 109739 49223.4 73159.2
2.467e-05 8664.3 7293.91 109739 49223.4 73159.2
2.468e-05 8664.3 7293.91 109739 49223.4 73159.2
2.469e-05 8664.3 7293.91 109739 49223.4 73159.2
2.47e-05 8664.3 7293.91 109739 49223.4 73159.2
2.471e-05 8664.3 7293.91 109739 49223.4 73159.2
2.472e-05 8664.3 7293.91 109739 49223.4 73159.2
2.473e-05 8664.3 7293.91 109739 49223.4 73159.2
2.474e-05 8664.3 7293.91 109739 49223.4 73159.2
2.475e-05 8664.3 7293.91 109739 49223.4 73159.2
2.476e-05 8664.3 7293.91 109739 49223.4 73159.2
2.477e-05 8664.3 7293.91 109739 49223.4 73159.2
2.478e-05 8664.3 7293.91 109739 49223.4 73159.2
2.479e-05 8664.3 7293.91 109739 49223.4 73159.2
2.48e-05 8664.3 7293.91 109739 49223.4 73159.2
2.481e-05 8664.3 7293.91 109739 49223.4 73159.2
2.482e-05 8664.3 7293.91 109739 49223.4 73159.2
2.483e-05 8664.3 7293.91 109739 49223.4 73159.2
2.484e-05 8664.3 7293.91 109739 49223.4 73159.2
2.485e-05 8664.3 7293.91 109739 49223.4 73159.2
2.486e-05 8664.3 7293.91 109739 49223.4 73159.2
2.487e-05 8664.3 7293.91 109739 49223.4 73159.2
2.488e-05 8664.3 7293.91 109739 49223.4 73159.2
2.489e-05 8664.3 7293.91 109739 49223.4 73159.2
2.49e-05 8664.3 7293.91 109739 49223.4 73159.2
2.491e-05 8664.3 7293.91 109739 49223.4 73159.2
2.492e-05 8664.3 7293.91 109739 49223.4 73159.2
2.493e-05 8664.3 7293.91 109739 49223.4 73159.2
2.494e-05 8664.3 7293.91 109739 49223.4 73159.2
2.495e-05 8664.3 7293.91 109739 49223.4 73159.2
2.496e-05 8664.3 7293.91 109739 49223.4 73159.2
2.497e-05 8664.3 7293.91 109739 49223.4 73159.2
2.498e-05 8664.3 7293.91 109739 49223.4 73159.2
2.499e-05 8664.3 7293.91 109739 49223.4 73159.2
2.5e-05 8664.3 7293.91 109739 49223.4 73159.2
2.501e-05 8664.3 7293.91 109739 49223.4 73159.2
2.502e-05 8664.3 7293.91 109739 49223.4 73159.2
2.503e-05 8664.3 7293.91 109739 49223.4 73159.2
2.504e-05 8664.3 7293.91 109739 49223.4 73159.2
2.505e-05 8664.3 7293.91 109739 49223.4 73159.2
2.506e-05 8664.3 7293.91 109739 49223.4 73159.2
